Token,Condition,Prefix2,Prefix1,Root,Suffix1,Suffix2,Wordlength,Monomorpheme,MonoPrefix2,MonoPrefix1,MonoRoot,MonoSuffix1,MonoSuffix2,ErrorPrefix2,ErrorPrefix1,ErrorRoot,ErrorSuffix1,ErrorSuffix2,ChangedIndexP2,ChangedIndexP1,ChangedIndexR,ChangedIndexS1,ChangedIndexS2,MonoErrorPrefix2,MonoErrorPrefix1,MonoErrorRoot,MonoErrorSuffix1,MonoErrorSuffix2,MonoChangedIndexP2,MonoChangedIndexP1,MonoChangedIndexR,MonoChangedIndexS1,MonoChangedIndexS2
ertfulable,rss,,,ert,ful,able,10,retlfulaeb,,,ret,lfu,laeb,,,erpfulable,ertfalable,ertfulasle,,,2,1.0,1.0,,,rehlfulaeb,retyfulaeb,retlfulaob,,,2,0.0,2.0
niserion,rss,,,nis,er,ion,8,isnrenoi,,,isn,re,noi,,,noserion,nisarion,niserior,,,1,0.0,2.0,,,esnrenoi,isnmenoi,isnrenii,,,0,0.0,1.0
dayioner,rss,,,day,ion,er,8,ydanoire,,,yda,noi,re,,,darioner,dayiener,dayionem,,,2,1.0,1.0,,,mdanoire,ydanuire,ydanoiri,,,0,1.0,1.0
hitaioner,rss,,,hita,ion,er,9,htainoire,,,htai,noi,re,,,hiteioner,hitaiomer,hitaionem,,,3,2.0,1.0,,,hpainoire,htainaire,htainoiye,,,1,1.0,0.0
dayerion,rss,,,day,er,ion,8,adyreoni,,,ady,re,oni,,,tayerion,dayarion,dayeriom,,,0,0.0,2.0,,,odyreoni,adyraoni,adyreini,,,0,1.0,0.0
hitaerion,rss,,,hita,er,ion,9,thairenoi,,,thai,re,noi,,,hotaerion,hitaarion,hitaerior,,,1,0.0,2.0,,,tsairenoi,thairinoi,thaireroi,,,1,1.0,0.0
nisfulable,rss,,,nis,ful,able,10,sinuflbael,,,sin,ufl,bael,,,misfulable,nisfilable,nisfulabli,,,0,1.0,3.0,,,sonuflbael,sinuhlbael,sinuflbiel,,,1,1.0,1.0
nisfulable,rss,,,nis,ful,able,10,snilfuabel,,,sni,lfu,abel,,,misfulable,nispulable,nisfulabli,,,0,0.0,3.0,,,slilfuabel,snilsuabel,snilfuabew,,,1,1.0,3.0
wowdioner,rss,,,wowd,ion,er,9,owdwniore,,,owdw,nio,re,,,wewdioner,wowdaoner,wowdionur,,,1,0.0,0.0,,,omdwniore,owdwliore,owdwnioro,,,1,0.0,1.0
itefulable,rss,,,ite,ful,able,10,tielufabel,,,tie,luf,abel,,,ihefulable,itefuwable,itefulafle,,,1,2.0,1.0,,,tiolufabel,tierufabel,tielufabil,,,2,0.0,2.0
hitaioner,rss,,,hita,ion,er,9,ihatnoire,,,ihat,noi,re,,,hetaioner,hitaiower,hitaionar,,,1,2.0,0.0,,,isatnoire,ihatnoere,ihatnoiri,,,1,2.0,1.0
alpaerion,rss,,,alpa,er,ion,9,lapareoin,,,lapa,re,oin,,,olpaerion,alpaurion,alpaeraon,,,0,0.0,0.0,,,laporeoin,lapameoin,lapareoir,,,3,0.0,2.0
nisfulable,rss,,,nis,ful,able,10,inslufebla,,,ins,luf,ebla,,,nihfulable,nisfelable,nisfuloble,,,2,1.0,0.0,,,iwslufebla,inslofebla,inslufebwa,,,1,1.0,2.0
alpaioner,rss,,,alpa,ion,er,9,aplainore,,,apla,ino,re,,,elpaioner,alpaaoner,alpaionar,,,0,0.0,0.0,,,apmainore,aplaonore,aplainora,,,2,0.0,1.0
alpaioner,rss,,,alpa,ion,er,9,plaaoinre,,,plaa,oin,re,,,alpiioner,alpaianer,alpaionem,,,3,1.0,1.0,,,pmaaoinre,plaaounre,plaaoinra,,,1,1.0,1.0
esitioner,rss,,,esit,ion,er,9,steinoire,,,stei,noi,re,,,esisioner,esitioler,esitionor,,,3,2.0,0.0,,,stainoire,steimoire,steinoime,,,2,0.0,0.0
esitableful,rss,,,esit,able,ful,11,istelbeaulf,,,iste,lbea,ulf,,,isitableful,esitabloful,esitablefuy,,,0,3.0,2.0,,,ihtelbeaulf,istelbiaulf,istelbeault,,,1,2.0,2.0
iteableful,rss,,,ite,able,ful,10,ietalebluf,,,iet,aleb,luf,,,iheableful,iteablaful,iteablehul,,,1,3.0,0.0,,,iehalebluf,ietulebluf,ietaleblup,,,2,0.0,2.0
alpaerion,rss,,,alpa,er,ion,9,plaarenoi,,,plaa,re,noi,,,altaerion,alpaarion,alpaeriun,,,2,0.0,1.0,,,tlaarenoi,plaanenoi,plaaremoi,,,0,0.0,0.0
esiterion,rss,,,esit,er,ion,9,tiesrenio,,,ties,re,nio,,,asiterion,esitarion,esiteriin,,,0,0.0,1.0,,,ciesrenio,tiesranio,tiesrelio,,,0,1.0,0.0
ertioner,rss,,,ert,ion,er,8,etroinre,,,etr,oin,re,,,ersioner,ertiorer,ertionor,,,2,2.0,0.0,,,otroinre,etreinre,etroinri,,,0,0.0,1.0
alpaerion,rss,,,alpa,er,ion,9,plaarenio,,,plaa,re,nio,,,elpaerion,alpaelion,alpaeraon,,,0,1.0,0.0,,,plaorenio,plaaronio,plaarerio,,,3,1.0,0.0
heseserion,rss,,,heses,er,ion,10,sheesrenoi,,,shees,re,noi,,,teseserion,hesesemion,heseseriin,,,0,1.0,1.0,,,shoesrenoi,sheesnenoi,sheesrenoa,,,2,0.0,2.0
esiterion,rss,,,esit,er,ion,9,siterenio,,,site,re,nio,,,egiterion,esitarion,esitereon,,,1,0.0,0.0,,,soterenio,siteyenio,siterenie,,,1,0.0,2.0
esitioner,rss,,,esit,ion,er,9,sietniore,,,siet,nio,re,,,esetioner,esitiomer,esitionel,,,2,2.0,1.0,,,siatniore,sietniire,sietniole,,,2,2.0,0.0
hesesfulable,rss,,,heses,ful,able,12,esheslufbale,,,eshes,luf,bale,,,hesehfulable,hesesfolable,hesesfulablo,,,4,1.0,3.0,,,osheslufbale,esheslutbale,esheslufbaye,,,0,2.0,2.0
niserion,rss,,,nis,er,ion,8,insreino,,,ins,re,ino,,,niderion,nisarion,niserian,,,2,0.0,1.0,,,imsreino,insroino,insreine,,,1,1.0,2.0
esitableful,rss,,,esit,able,ful,11,isetlbeaulf,,,iset,lbea,ulf,,,esotableful,esitabreful,esitablefol,,,2,2.0,1.0,,,ihetlbeaulf,isetlbeiulf,isetlbeaurf,,,1,3.0,1.0
nisfulable,rss,,,nis,ful,able,10,sniuflaebl,,,sni,ufl,aebl,,,nasfulable,nisfumable,nisfulabre,,,1,2.0,2.0,,,tniuflaebl,sniufraebl,sniuflaebm,,,0,2.0,3.0
wowderion,rss,,,wowd,er,ion,9,dwowrenio,,,dwow,re,nio,,,wowterion,wowdorion,wowderian,,,3,0.0,1.0,,,dwuwrenio,dwowmenio,dwowremio,,,2,0.0,0.0
nisioner,rss,,,nis,ion,er,8,sninoire,,,sni,noi,re,,,nusioner,nisiiner,nisionur,,,1,1.0,0.0,,,hninoire,sninoere,sninoiro,,,0,2.0,1.0
niserion,rss,,,nis,er,ion,8,sinreino,,,sin,re,ino,,,wiserion,nisenion,niseroon,,,0,1.0,0.0,,,tinreino,sinneino,sinreimo,,,0,0.0,1.0
esitioner,rss,,,esit,ion,er,9,steinoire,,,stei,noi,re,,,esihioner,esitooner,esitionej,,,3,0.0,1.0,,,stainoire,steinaire,steinoiro,,,2,1.0,1.0
ertioner,rss,,,ert,ion,er,8,retoinre,,,ret,oin,re,,,artioner,ertiomer,ertionor,,,0,2.0,0.0,,,ratoinre,retoilre,retoinne,,,1,2.0,0.0
wowdioner,rss,,,wowd,ion,er,9,wodwoinre,,,wodw,oin,re,,,wuwdioner,wowdooner,wowdionem,,,1,0.0,1.0,,,wodloinre,wodweinre,wodwoinye,,,3,0.0,0.0
coterion,rss,,,cot,er,ion,8,tcoreoin,,,tco,re,oin,,,coserion,cotarion,coterior,,,2,0.0,2.0,,,hcoreoin,tcoleoin,tcoreoir,,,0,0.0,2.0
ertableful,rss,,,ert,able,ful,10,terbaleluf,,,ter,bale,luf,,,ortableful,ertebleful,ertablefuy,,,0,0.0,2.0,,,derbaleluf,tervaleluf,terbalelef,,,0,0.0,1.0
esitioner,rss,,,esit,ion,er,9,tsieinore,,,tsie,ino,re,,,esetioner,esitianer,esitionem,,,2,1.0,1.0,,,tsioinore,tsieiwore,tsieinoye,,,3,1.0,0.0
niserion,rss,,,nis,er,ion,8,nsireino,,,nsi,re,ino,,,naserion,nisirion,niserior,,,1,0.0,2.0,,,msireino,nsiroino,nsireimo,,,0,1.0,1.0
wowderion,rss,,,wowd,er,ion,9,odwwreoni,,,odww,re,oni,,,wowcerion,wowdemion,wowderoon,,,3,1.0,0.0,,,odmwreoni,odwwrooni,odwwreeni,,,2,1.0,0.0
cotioner,rss,,,cot,ion,er,8,tocniore,,,toc,nio,re,,,cohioner,cotiomer,cotionar,,,2,2.0,0.0,,,tecniore,tocneore,tocnioye,,,1,1.0,0.0
nisfulable,rss,,,nis,ful,able,10,isnuflblea,,,isn,ufl,blea,,,lisfulable,nisfuwable,nisfulaple,,,0,2.0,1.0,,,osnuflblea,isnutlblea,isnufldlea,,,0,1.0,0.0
cotfulable,rss,,,cot,ful,able,10,tcoluflabe,,,tco,luf,labe,,,sotfulable,cotsulable,cotfulabme,,,0,0.0,2.0,,,ttoluflabe,tcoloflabe,tcoluflebe,,,1,1.0,1.0
hesesfulable,rss,,,heses,ful,able,12,hseselufleab,,,hsese,luf,leab,,,desesfulable,hesesfuyable,hesesfulabre,,,0,2.0,2.0,,,hsaselufleab,hseselupleab,hseselufmeab,,,2,2.0,0.0
ertableful,rss,,,ert,able,ful,10,etraeblflu,,,etr,aebl,flu,,,irtableful,ertabloful,ertablefel,,,0,3.0,1.0,,,ehraeblflu,etreeblflu,etraeblfmu,,,1,0.0,1.0
dayfulable,rss,,,day,ful,able,10,dyauflleab,,,dya,ufl,leab,,,fayfulable,dayfumable,dayfulablo,,,0,2.0,3.0,,,dyuuflleab,dyaiflleab,dyauflloab,,,2,0.0,1.0
esitioner,rss,,,esit,ion,er,9,setionire,,,seti,oni,re,,,esipioner,esitooner,esitionel,,,3,0.0,1.0,,,sationire,setiowire,setioniwe,,,1,1.0,0.0
esitableful,rss,,,esit,able,ful,11,seitbaelluf,,,seit,bael,luf,,,esisableful,esitasleful,esitabledul,,,3,1.0,0.0,,,seisbaelluf,seitbeelluf,seitbaellup,,,3,1.0,2.0
ertioner,rss,,,ert,ion,er,8,etronire,,,etr,oni,re,,,emtioner,ertioyer,ertionel,,,1,2.0,1.0,,,esronire,etrorire,etroniwe,,,1,1.0,0.0
wowdioner,rss,,,wowd,ion,er,9,odwwinore,,,odww,ino,re,,,wewdioner,wowdiorer,wowdionor,,,1,2.0,0.0,,,odmwinore,odwwenore,odwwinome,,,2,0.0,0.0
ertableful,rss,,,ert,able,ful,10,retblaeflu,,,ret,blae,flu,,,emtableful,ertabloful,ertablepul,,,1,3.0,0.0,,,metblaeflu,retbjaeflu,retblaeglu,,,0,1.0,0.0
cotioner,rss,,,cot,ion,er,8,otcoinre,,,otc,oin,re,,,cofioner,cotiower,cotionel,,,2,2.0,1.0,,,otdoinre,otcoimre,otcoinru,,,2,2.0,1.0
hesesfulable,rss,,,heses,ful,able,12,ssehefluebal,,,ssehe,flu,ebal,,,hebesfulable,hesesfuwable,hesesfuladle,,,2,2.0,1.0,,,csehefluebal,ssehefloebal,ssehefluedal,,,0,2.0,1.0
esitioner,rss,,,esit,ion,er,9,seitinore,,,seit,ino,re,,,esidioner,esitiomer,esitionem,,,3,2.0,1.0,,,saitinore,seitirore,seitinoro,,,1,1.0,1.0
iteioner,rss,,,ite,ion,er,8,tieonire,,,tie,oni,re,,,ifeioner,iteianer,iteionem,,,1,1.0,1.0,,,taeonire,tieenire,tieonine,,,1,0.0,0.0
wowderion,rss,,,wowd,er,ion,9,wwdoreoni,,,wwdo,re,oni,,,wowserion,wowdenion,wowderiun,,,3,1.0,1.0,,,wmdoreoni,wwdomeoni,wwdoreona,,,1,0.0,2.0
hitaerion,rss,,,hita,er,ion,9,ahitreoni,,,ahit,re,oni,,,hitierion,hitaorion,hitaereon,,,3,0.0,0.0,,,ahetreoni,ahitraoni,ahitreori,,,2,1.0,1.0
nisableful,rss,,,nis,able,ful,10,inslabeufl,,,ins,labe,ufl,,,nosableful,nisibleful,nisablefol,,,1,0.0,1.0,,,inhlabeufl,inslabaufl,inslabeugl,,,2,3.0,1.0
hitaerion,rss,,,hita,er,ion,9,athireoin,,,athi,re,oin,,,hotaerion,hitaorion,hitaeraon,,,1,0.0,0.0,,,abhireoin,athiyeoin,athireoim,,,1,0.0,2.0
dayerion,rss,,,day,er,ion,8,ydareoin,,,yda,re,oin,,,tayerion,dayarion,dayerioy,,,0,0.0,2.0,,,yhareoin,ydarooin,ydareoiy,,,1,1.0,2.0
dayfulable,rss,,,day,ful,able,10,ydaufllbea,,,yda,ufl,lbea,,,hayfulable,dayculable,dayfuleble,,,0,0.0,0.0,,,ysaufllbea,ydaofllbea,ydauflrbea,,,1,0.0,0.0
ertioner,rss,,,ert,ion,er,8,etrinore,,,etr,ino,re,,,ersioner,ertiorer,ertionew,,,2,2.0,1.0,,,atrinore,etranore,etrinori,,,0,0.0,1.0
dayerion,rss,,,day,er,ion,8,yadrenoi,,,yad,re,noi,,,gayerion,dayarion,dayeriom,,,0,0.0,2.0,,,yahrenoi,yadronoi,yadreroi,,,2,1.0,0.0
esitfulable,rss,,,esit,ful,able,11,itseflulbea,,,itse,flu,lbea,,,isitfulable,esitfolable,esitfulaple,,,0,1.0,1.0,,,ipseflulbea,itseflolbea,itseflunbea,,,1,2.0,0.0
alpaioner,rss,,,alpa,ion,er,9,palaoinre,,,pala,oin,re,,,arpaioner,alpaeoner,alpaionel,,,1,0.0,1.0,,,palooinre,palaoimre,palaoinro,,,3,2.0,1.0
ertioner,rss,,,ert,ion,er,8,retonire,,,ret,oni,re,,,erhioner,ertiener,ertionor,,,2,1.0,0.0,,,letonire,retomire,retonine,,,0,1.0,0.0
wowdioner,rss,,,wowd,ion,er,9,wwodniore,,,wwod,nio,re,,,woldioner,wowduoner,wowdionur,,,2,0.0,0.0,,,wwotniore,wwodniere,wwodniora,,,3,2.0,1.0
heseserion,rss,,,heses,er,ion,10,essehrenoi,,,esseh,re,noi,,,haseserion,hesesewion,heseseroon,,,1,1.0,0.0,,,assehrenoi,essehwenoi,essehrenei,,,0,0.0,1.0
dayableful,rss,,,day,able,ful,10,aydelbaulf,,,ayd,elba,ulf,,,deyableful,dayabreful,dayablefel,,,1,2.0,1.0,,,oydelbaulf,aydolbaulf,aydelbault,,,0,0.0,2.0
dayioner,rss,,,day,ion,er,8,yadonire,,,yad,oni,re,,,darioner,dayiener,dayionir,,,2,1.0,0.0,,,radonire,yadomire,yadoniru,,,0,1.0,1.0
wowderion,rss,,,wowd,er,ion,9,owwdrenoi,,,owwd,re,noi,,,wowgerion,wowdorion,wowderian,,,3,0.0,1.0,,,owwhrenoi,owwdranoi,owwdreroi,,,3,1.0,0.0
esitioner,rss,,,esit,ion,er,9,tesinoire,,,tesi,noi,re,,,ehitioner,esiteoner,esitionem,,,1,0.0,1.0,,,hesinoire,tesineire,tesinoiri,,,0,1.0,1.0
wowdableful,rss,,,wowd,able,ful,11,dwowelbaufl,,,dwow,elba,ufl,,,rowdableful,wowdobleful,wowdablesul,,,0,0.0,0.0,,,hwowelbaufl,dwoweltaufl,dwowelbauhl,,,0,2.0,1.0
cotioner,rss,,,cot,ion,er,8,tocinore,,,toc,ino,re,,,cohioner,cotiuner,cotionor,,,2,1.0,0.0,,,docinore,tocinere,tocinora,,,0,2.0,1.0
alpafulable,rss,,,alpa,ful,able,11,aplauflabel,,,apla,ufl,abel,,,elpafulable,alpapulable,alpafulahle,,,0,0.0,1.0,,,avlauflabel,aplaaflabel,aplauflibel,,,1,0.0,0.0
esitioner,rss,,,esit,ion,er,9,itesinore,,,ites,ino,re,,,esetioner,esitianer,esitionew,,,2,1.0,1.0,,,igesinore,itesiwore,itesinome,,,1,1.0,0.0
esiterion,rss,,,esit,er,ion,9,siterenio,,,site,re,nio,,,esoterion,esitemion,esiteriow,,,2,1.0,2.0,,,piterenio,sitelenio,siteremio,,,0,0.0,0.0
coterion,rss,,,cot,er,ion,8,tocreoni,,,toc,re,oni,,,soterion,cotemion,coterien,,,0,1.0,1.0,,,tohreoni,tocmeoni,tocreoli,,,2,0.0,1.0
alpafulable,rss,,,alpa,ful,able,11,laapflulabe,,,laap,flu,labe,,,ilpafulable,alpahulable,alpafulabre,,,0,0.0,2.0,,,yaapflulabe,laaptlulabe,laapflulaba,,,0,0.0,3.0
hesesfulable,rss,,,heses,ful,able,12,essheulflaeb,,,esshe,ulf,laeb,,,hesepfulable,hesesfelable,hesesfuloble,,,4,1.0,0.0,,,esshaulflaeb,essheumflaeb,essheulflaeh,,,4,1.0,3.0
hesesfulable,rss,,,heses,ful,able,12,eshseluflabe,,,eshse,luf,labe,,,tesesfulable,hesesfolable,hesesfulabje,,,0,1.0,2.0,,,ephseluflabe,eshseleflabe,eshseluflafe,,,1,1.0,2.0
cotfulable,rss,,,cot,ful,able,10,octflulabe,,,oct,flu,labe,,,catfulable,cotfilable,cotfulabla,,,1,1.0,3.0,,,ictflulabe,octflolabe,octflulage,,,0,2.0,2.0
dayableful,rss,,,day,able,ful,10,aydlebaulf,,,ayd,leba,ulf,,,payableful,dayapleful,dayablefal,,,0,1.0,1.0,,,ayblebaulf,aydyebaulf,aydlebauyf,,,2,0.0,1.0
alpafulable,rss,,,alpa,ful,able,11,lapafluaebl,,,lapa,flu,aebl,,,alpofulable,alpasulable,alpafulabme,,,3,0.0,2.0,,,lopafluaebl,lapatluaebl,lapafluaebw,,,1,0.0,3.0
erterion,rss,,,ert,er,ion,8,retreoin,,,ret,re,oin,,,arterion,ertelion,erteriun,,,0,1.0,1.0,,,metreoin,retraoin,retreoim,,,0,1.0,2.0
ertioner,rss,,,ert,ion,er,8,rteniore,,,rte,nio,re,,,erhioner,ertianer,ertionir,,,2,1.0,0.0,,,rdeniore,rteliore,rteniome,,,1,0.0,0.0
alpafulable,rss,,,alpa,ful,able,11,lpaaulfebla,,,lpaa,ulf,ebla,,,alpufulable,alpatulable,alpafuloble,,,3,0.0,0.0,,,lpaiulfebla,lpaaalfebla,lpaaulfabla,,,3,0.0,0.0
hitafulable,rss,,,hita,ful,able,11,ahitflulbae,,,ahit,flu,lbae,,,hicafulable,hitatulable,hitafulatle,,,2,0.0,1.0,,,ehitflulbae,ahittlulbae,ahitflulxae,,,0,0.0,1.0
hitaerion,rss,,,hita,er,ion,9,iahtreino,,,iaht,re,ino,,,hotaerion,hitaorion,hitaerien,,,1,0.0,1.0,,,oahtreino,iahtruino,iahtreeno,,,0,1.0,0.0
hitaerion,rss,,,hita,er,ion,9,aihtrenio,,,aiht,re,nio,,,hikaerion,hitaenion,hitaeroon,,,2,1.0,0.0,,,oihtrenio,aihtronio,aihtremio,,,0,1.0,0.0
esitioner,rss,,,esit,ion,er,9,estionire,,,esti,oni,re,,,esihioner,esitiomer,esitionor,,,3,2.0,0.0,,,istionire,estiowire,estionime,,,0,1.0,0.0
ertioner,rss,,,ert,ion,er,8,treinore,,,tre,ino,re,,,erdioner,ertiorer,ertionem,,,2,2.0,1.0,,,troinore,treinare,treinome,,,2,2.0,0.0
iteableful,rss,,,ite,able,ful,10,etiaeblflu,,,eti,aebl,flu,,,oteableful,iteablaful,iteabledul,,,0,3.0,0.0,,,ehiaeblflu,etiaublflu,etiaeblfwu,,,1,1.0,1.0
esitableful,rss,,,esit,able,ful,11,ietsaelbulf,,,iets,aelb,ulf,,,esetableful,esitabloful,esitablefal,,,2,3.0,1.0,,,iedsaelbulf,ietsaembulf,ietsaelbumf,,,2,2.0,1.0
nisioner,rss,,,nis,ion,er,8,isninore,,,isn,ino,re,,,nosioner,nisiorer,nisionel,,,1,2.0,1.0,,,isminore,isninare,isninoru,,,2,2.0,1.0
cotableful,rss,,,cot,able,ful,10,ctoleabflu,,,cto,leab,flu,,,copableful,cotagleful,cotablefol,,,2,1.0,1.0,,,choleabflu,ctoleasflu,ctoleabplu,,,1,3.0,0.0
alpaerion,rss,,,alpa,er,ion,9,apalrenoi,,,apal,re,noi,,,alpeerion,alpaemion,alpaeroon,,,3,1.0,0.0,,,ipalrenoi,apalmenoi,apalrenui,,,0,0.0,1.0
nisioner,rss,,,nis,ion,er,8,insoinre,,,ins,oin,re,,,nifioner,nisiuner,nisionar,,,2,1.0,0.0,,,irsoinre,insoanre,insoinme,,,1,1.0,0.0
alpafulable,rss,,,alpa,ful,able,11,plaaflualbe,,,plaa,flu,albe,,,olpafulable,alpafumable,alpafulabwe,,,0,2.0,2.0,,,pleaflualbe,plaaclualbe,plaaflualba,,,2,0.0,3.0
cotfulable,rss,,,cot,ful,able,10,otcflulbae,,,otc,flu,lbae,,,dotfulable,cotfumable,cotfulabne,,,0,2.0,2.0,,,ohcflulbae,otchlulbae,otcflulbaa,,,1,0.0,3.0
ertioner,rss,,,ert,ion,er,8,ternoire,,,ter,noi,re,,,emtioner,ertiiner,ertionar,,,1,1.0,0.0,,,temnoire,terloire,ternoira,,,2,0.0,1.0
erterion,rss,,,ert,er,ion,8,rtereoni,,,rte,re,oni,,,orterion,ertirion,erterien,,,0,0.0,1.0,,,rhereoni,rterioni,rtereone,,,1,1.0,2.0
coterion,rss,,,cot,er,ion,8,octreino,,,oct,re,ino,,,doterion,cotelion,coteraon,,,0,1.0,0.0,,,ochreino,octmeino,octreina,,,2,0.0,2.0
dayfulable,rss,,,day,ful,able,10,ydalfublea,,,yda,lfu,blea,,,damfulable,dayfurable,dayfulavle,,,2,2.0,1.0,,,ydolfublea,ydarfublea,ydalfublee,,,2,0.0,3.0
ertfulable,rss,,,ert,ful,able,10,retulfbael,,,ret,ulf,bael,,,ersfulable,ertfumable,ertfulavle,,,2,2.0,1.0,,,metulfbael,retulpbael,retulfbaer,,,0,2.0,3.0
wowderion,rss,,,wowd,er,ion,9,wdowreoni,,,wdow,re,oni,,,womderion,wowdemion,wowderiow,,,2,1.0,2.0,,,wtowreoni,wdowmeoni,wdowreani,,,1,0.0,0.0
hesesableful,rss,,,heses,able,ful,12,seeshlabeflu,,,seesh,labe,flu,,,hasesableful,hesesabyeful,hesesablehul,,,1,2.0,0.0,,,seedhlabeflu,seeshlabiflu,seeshlabeklu,,,3,3.0,0.0
wowdfulable,rss,,,wowd,ful,able,11,dwwolfuaebl,,,dwwo,lfu,aebl,,,wawdfulable,wowdfuwable,wowdfulabre,,,1,2.0,2.0,,,dwwalfuaebl,dwwolduaebl,dwwolfueebl,,,3,1.0,0.0
hitaioner,rss,,,hita,ion,er,9,htainiore,,,htai,nio,re,,,hataioner,hitaiojer,hitaionir,,,1,2.0,0.0,,,ftainiore,htaimiore,htainiole,,,0,0.0,0.0
hitaerion,rss,,,hita,er,ion,9,ithareoni,,,itha,re,oni,,,hixaerion,hitairion,hitaerian,,,2,0.0,1.0,,,idhareoni,ithameoni,ithareomi,,,1,0.0,1.0
wowdioner,rss,,,wowd,ion,er,9,wodwniore,,,wodw,nio,re,,,wewdioner,wowdiomer,wowdionem,,,1,2.0,1.0,,,wohwniore,wodwniere,wodwniome,,,2,2.0,0.0
wowderion,rss,,,wowd,er,ion,9,owwdreoni,,,owwd,re,oni,,,womderion,wowdorion,wowderioy,,,2,0.0,2.0,,,owwxreoni,owwdraoni,owwdreani,,,3,1.0,0.0
alpaioner,rss,,,alpa,ion,er,9,laapinore,,,laap,ino,re,,,alpeioner,alpaiower,alpaionir,,,3,2.0,0.0,,,laaginore,laapirore,laapinone,,,3,1.0,0.0
ertableful,rss,,,ert,able,ful,10,rtebaelluf,,,rte,bael,luf,,,eytableful,ertobleful,ertablefal,,,1,0.0,1.0,,,rtibaelluf,rtebeelluf,rtebaellug,,,2,1.0,2.0
dayioner,rss,,,day,ion,er,8,adyniore,,,ady,nio,re,,,sayioner,dayaoner,dayionir,,,0,0.0,0.0,,,asyniore,adynaore,adynione,,,1,1.0,0.0
hesesableful,rss,,,heses,able,ful,12,ssehealbeufl,,,ssehe,albe,ufl,,,desesableful,hesesabmeful,hesesablepul,,,0,2.0,0.0,,,stehealbeufl,ssehealdeufl,ssehealbeefl,,,1,2.0,0.0
dayioner,rss,,,day,ion,er,8,yadniore,,,yad,nio,re,,,damioner,dayiener,dayionel,,,2,1.0,1.0,,,yedniore,yadniare,yadniole,,,1,2.0,0.0
dayableful,rss,,,day,able,ful,10,dyaebalulf,,,dya,ebal,ulf,,,diyableful,dayabreful,dayablefel,,,1,2.0,1.0,,,draebalulf,dyaebarulf,dyaebalelf,,,1,3.0,0.0
wowdfulable,rss,,,wowd,ful,able,11,owwdluflabe,,,owwd,luf,labe,,,womdfulable,wowdhulable,wowdfulabla,,,2,0.0,3.0,,,iwwdluflabe,owwdlublabe,owwdluflaba,,,0,2.0,3.0
niserion,rss,,,nis,er,ion,8,insrenio,,,ins,re,nio,,,neserion,nisurion,niserior,,,1,0.0,2.0,,,imsrenio,insranio,insrenoo,,,1,1.0,1.0
dayableful,rss,,,day,able,ful,10,yadeablulf,,,yad,eabl,ulf,,,doyableful,dayabluful,dayablefal,,,1,3.0,1.0,,,nadeablulf,yadoablulf,yadeablumf,,,0,0.0,1.0
esitfulable,rss,,,esit,ful,able,11,estilufelab,,,esti,luf,elab,,,esetfulable,esitfelable,esitfulabli,,,2,1.0,3.0,,,escilufelab,estiludelab,estiluferab,,,2,2.0,1.0
esitableful,rss,,,esit,able,ful,11,itselebalfu,,,itse,leba,lfu,,,esutableful,esitablaful,esitablefuw,,,2,3.0,2.0,,,icselebalfu,itselebelfu,itselebamfu,,,1,3.0,0.0
alpaioner,rss,,,alpa,ion,er,9,palaoinre,,,pala,oin,re,,,arpaioner,alpaioler,alpaionem,,,1,2.0,1.0,,,polaoinre,palaiinre,palaoinro,,,1,0.0,1.0
niserion,rss,,,nis,er,ion,8,snireino,,,sni,re,ino,,,neserion,nisarion,nisereon,,,1,0.0,0.0,,,snureino,snimeino,snireeno,,,2,0.0,0.0
heseserion,rss,,,heses,er,ion,10,sehesreoin,,,sehes,re,oin,,,hoseserion,hesesemion,heseseroon,,,1,1.0,0.0,,,sehosreoin,sehesweoin,sehesreein,,,3,0.0,0.0
hesesioner,rss,,,heses,ion,er,10,shseeoinre,,,shsee,oin,re,,,hefesioner,hesesuoner,hesesionor,,,2,0.0,0.0,,,shseooinre,shseeoenre,shseeoinme,,,4,1.0,0.0
ertfulable,rss,,,ert,ful,able,10,etrflulabe,,,etr,flu,labe,,,emtfulable,ertfumable,ertfuluble,,,1,2.0,0.0,,,etmflulabe,etrflelabe,etrflulabi,,,2,2.0,3.0
wowdableful,rss,,,wowd,able,ful,11,owwdleabflu,,,owwd,leab,flu,,,wawdableful,wowdablaful,wowdablefal,,,1,3.0,1.0,,,oywdleabflu,owwdleafflu,owwdleabfle,,,1,3.0,2.0
coterion,rss,,,cot,er,ion,8,octreoin,,,oct,re,oin,,,ceterion,cotirion,coterien,,,1,0.0,1.0,,,odtreoin,octrooin,octreoil,,,1,1.0,2.0
alpaioner,rss,,,alpa,ion,er,9,aaploinre,,,aapl,oin,re,,,altaioner,alpaeoner,alpaionir,,,2,0.0,0.0,,,aoploinre,aapluinre,aaploinra,,,1,0.0,1.0
wowdfulable,rss,,,wowd,ful,able,11,wwodflulabe,,,wwod,flu,labe,,,yowdfulable,wowdtulable,wowdfulabme,,,0,0.0,2.0,,,wwedflulabe,wwodflalabe,wwodflulabi,,,2,2.0,3.0
