Token,Condition,Prefix2,Prefix1,Root,Suffix1,Suffix2,Wordlength,Monomorpheme,MonoPrefix2,MonoPrefix1,MonoRoot,MonoSuffix1,MonoSuffix2,ErrorPrefix2,ErrorPrefix1,ErrorRoot,ErrorSuffix1,ErrorSuffix2,ChangedIndexP2,ChangedIndexP1,ChangedIndexR,ChangedIndexS1,ChangedIndexS2,MonoErrorPrefix2,MonoErrorPrefix1,MonoErrorRoot,MonoErrorSuffix1,MonoErrorSuffix2,MonoChangedIndexP2,MonoChangedIndexP1,MonoChangedIndexR,MonoChangedIndexS1,MonoChangedIndexS2
rerger,rs,,,rerg,er,,6,grrere,,,grre,re,,,,rorger,rergur,,,,1,0,,,,gmrere,grrera,,,,1,1,
yotion,rs,,,yot,ion,,6,toyoin,,,toy,oin,,,,yetion,yotior,,,,1,2,,,,tayoin,toyuin,,,,1,0,
emsoion,rs,,,emso,ion,,7,oemsoni,,,oems,oni,,,,empoion,emsoiun,,,,2,1,,,,oemtoni,oemsone,,,,3,2,
ehuion,rs,,,ehu,ion,,6,euhoin,,,euh,oin,,,,epuion,ehuaon,,,,1,0,,,,uuhoin,euhoan,,,,0,1,
hidadful,rs,,,hidad,ful,,8,adhidulf,,,adhid,ulf,,,,hicadful,hidadsul,,,,2,0,,,,ahhidulf,adhidulg,,,,1,2,
ehuful,rs,,,ehu,ful,,6,uhelfu,,,uhe,lfu,,,,uhuful,ehufal,,,,0,1,,,,uhilfu,uhelsu,,,,2,1,
elsion,rs,,,els,ion,,6,lesnio,,,les,nio,,,,alsion,elsiin,,,,0,1,,,,mesnio,lesneo,,,,0,1,
elsion,rs,,,els,ion,,6,eslino,,,esl,ino,,,,elfion,elseon,,,,2,0,,,,islino,eslini,,,,0,2,
rergable,rs,,,rerg,able,,8,ergrlbea,,,ergr,lbea,,,,relgable,rergoble,,,,2,0,,,,emgrlbea,ergrlbaa,,,,1,2,
hidadion,rs,,,hidad,ion,,8,daidhoni,,,daidh,oni,,,,hedadion,hidadeon,,,,1,0,,,,duidhoni,daidhono,,,,1,2,
gageion,rs,,,gage,ion,,7,aggeoin,,,agge,oin,,,,gateion,gageeon,,,,2,0,,,,eggeoin,aggeoim,,,,0,2,
sopful,rs,,,sop,ful,,6,spoflu,,,spo,flu,,,,dopful,soptul,,,,0,0,,,,spuflu,spohlu,,,,2,0,
rergful,rs,,,rerg,ful,,7,grerulf,,,grer,ulf,,,,rirgful,rergfal,,,,1,1,,,,hrerulf,grerilf,,,,0,0,
hidader,rs,,,hidad,er,,7,diahdre,,,diahd,re,,,,hedader,hidadel,,,,1,1,,,,daahdre,diahdri,,,,1,1,
gageful,rs,,,gage,ful,,7,ggeaulf,,,ggea,ulf,,,,gaheful,gagedul,,,,2,0,,,,gteaulf,ggeaolf,,,,1,0,
yotable,rs,,,yot,able,,7,oytaelb,,,oyt,aelb,,,,yofable,yotabli,,,,2,3,,,,oydaelb,oytielb,,,,2,0,
ehuful,rs,,,ehu,ful,,6,euhufl,,,euh,ufl,,,,eheful,ehutul,,,,2,0,,,,eupufl,euhafl,,,,2,0,
emsoion,rs,,,emso,ion,,7,oemsoin,,,oems,oin,,,,ewsoion,emsoiom,,,,1,2,,,,oemhoin,oemsein,,,,3,0,
sopful,rs,,,sop,ful,,6,spolfu,,,spo,lfu,,,,supful,sopfal,,,,1,1,,,,sholfu,spolfe,,,,1,2,
sopful,rs,,,sop,ful,,6,posufl,,,pos,ufl,,,,sotful,sopxul,,,,2,0,,,,pusufl,posusl,,,,1,1,
sopable,rs,,,sop,able,,7,posblae,,,pos,blae,,,,dopable,sopafle,,,,0,1,,,,pisblae,posflae,,,,1,0,
sopion,rs,,,sop,ion,,6,ospoin,,,osp,oin,,,,copion,sopaon,,,,0,0,,,,aspoin,ospoen,,,,0,1,
rergion,rs,,,rerg,ion,,7,errgoin,,,errg,oin,,,,mergion,rergiin,,,,0,1,,,,errdoin,errgoan,,,,3,1,
egahion,rs,,,egah,ion,,7,ghaenio,,,ghae,nio,,,,egehion,egahien,,,,2,1,,,,ghienio,ghaenii,,,,2,2,
emsoion,rs,,,emso,ion,,7,esmoino,,,esmo,ino,,,,empoion,emsoiin,,,,2,1,,,,asmoino,esmoono,,,,0,0,
hidadable,rs,,,hidad,able,,9,iadhdbael,,,iadhd,bael,,,,tidadable,hidadible,,,,0,0,,,,oadhdbael,iadhdsael,,,,0,0,
emsoable,rs,,,emso,able,,8,eosmebla,,,eosm,ebla,,,,emgoable,emsoabli,,,,2,3,,,,eesmebla,eosmibla,,,,1,0,
yotion,rs,,,yot,ion,,6,otyoni,,,oty,oni,,,,rotion,yotior,,,,0,2,,,,osyoni,otyori,,,,1,1,
gageion,rs,,,gage,ion,,7,geagnoi,,,geag,noi,,,,tageion,gageaon,,,,0,0,,,,geugnoi,geagmoi,,,,2,0,
yotable,rs,,,yot,able,,7,oytbael,,,oyt,bael,,,,yobable,yotible,,,,2,0,,,,oygbael,oytdael,,,,2,0,
gageion,rs,,,gage,ion,,7,egganoi,,,egga,noi,,,,gagiion,gageiom,,,,3,2,,,,eggenoi,eggaroi,,,,3,0,
ehuful,rs,,,ehu,ful,,6,heuflu,,,heu,flu,,,,eheful,ehusul,,,,2,0,,,,deuflu,heufru,,,,0,1,
gageful,rs,,,gage,ful,,7,ggeaufl,,,ggea,ufl,,,,gaseful,gagesul,,,,2,0,,,,gguaufl,ggeautl,,,,2,1,
emsoable,rs,,,emso,able,,8,esmobale,,,esmo,bale,,,,imsoable,emsoabla,,,,0,3,,,,ehmobale,esmobame,,,,1,2,
emsoful,rs,,,emso,ful,,7,seomulf,,,seom,ulf,,,,emsaful,emsopul,,,,3,0,,,,seumulf,seomumf,,,,2,1,
gageable,rs,,,gage,able,,8,geagalbe,,,geag,albe,,,,gafeable,gageabla,,,,2,3,,,,geahalbe,geagalte,,,,3,2,
ehuion,rs,,,ehu,ion,,6,euhoni,,,euh,oni,,,,eguion,ehuien,,,,1,1,,,,eusoni,euhani,,,,2,0,
egaher,rs,,,egah,er,,6,ehgare,,,ehga,re,,,,etaher,egahem,,,,1,1,,,,edgare,ehgaro,,,,1,1,
ehuer,rs,,,ehu,er,,5,uhere,,,uhe,re,,,,uhuer,ehuem,,,,0,1,,,,uhore,uheme,,,,2,0,
yoter,rs,,,yot,er,,5,otyre,,,oty,re,,,,yoger,yotir,,,,2,0,,,,etyre,otyro,,,,0,1,
terable,rs,,,ter,able,,7,retbael,,,ret,bael,,,,temable,terabwe,,,,2,2,,,,ratbael,retbaol,,,,1,2,
ehuion,rs,,,ehu,ion,,6,euhnoi,,,euh,noi,,,,ecuion,ehuiun,,,,1,1,,,,euvnoi,euhnoe,,,,2,2,
rergable,rs,,,rerg,able,,8,gerrlaeb,,,gerr,laeb,,,,rertable,rergible,,,,3,0,,,,gewrlaeb,gerrlueb,,,,2,1,
emsoion,rs,,,emso,ion,,7,moesnoi,,,moes,noi,,,,imsoion,emsoeon,,,,0,0,,,,moisnoi,moesroi,,,,2,0,
yotion,rs,,,yot,ion,,6,toyoin,,,toy,oin,,,,yogion,yoteon,,,,2,0,,,,goyoin,toyein,,,,0,0,
emsoer,rs,,,emso,er,,6,omesre,,,omes,re,,,,ersoer,emsoem,,,,1,1,,,,amesre,omesye,,,,0,0,
hidadable,rs,,,hidad,able,,9,ddahiealb,,,ddahi,ealb,,,,hidatable,hidadeble,,,,4,0,,,,ddaheealb,ddahiaalb,,,,4,0,
egahable,rs,,,egah,able,,8,aheglaeb,,,aheg,laeb,,,,ogahable,egaheble,,,,0,0,,,,adeglaeb,ahegraeb,,,,1,0,
yotion,rs,,,yot,ion,,6,otynio,,,oty,nio,,,,yofion,yotiol,,,,2,2,,,,otmnio,otymio,,,,2,0,
hidader,rs,,,hidad,er,,7,dihadre,,,dihad,re,,,,sidader,hidador,,,,0,0,,,,dicadre,dihadme,,,,2,0,
terful,rs,,,ter,ful,,6,rteulf,,,rte,ulf,,,,tenful,terfil,,,,2,1,,,,rpeulf,rteumf,,,,1,1,
ehuion,rs,,,ehu,ion,,6,uheoni,,,uhe,oni,,,,ohuion,ehuiin,,,,0,1,,,,upeoni,uheori,,,,1,1,
terable,rs,,,ter,able,,7,retebal,,,ret,ebal,,,,perable,terabme,,,,0,2,,,,rotebal,retepal,,,,1,1,
ehuer,rs,,,ehu,er,,5,uhere,,,uhe,re,,,,ahuer,ehuem,,,,0,1,,,,utere,uheme,,,,1,0,
sopion,rs,,,sop,ion,,6,ospino,,,osp,ino,,,,sohion,sopoon,,,,2,0,,,,espino,ospini,,,,0,2,
rergion,rs,,,rerg,ion,,7,grernio,,,grer,nio,,,,rersion,rergeon,,,,3,0,,,,trernio,grernie,,,,0,2,
emsoful,rs,,,emso,ful,,7,semoluf,,,semo,luf,,,,imsoful,emsofal,,,,0,1,,,,demoluf,semonuf,,,,0,0,
rergful,rs,,,rerg,ful,,7,rrgeulf,,,rrge,ulf,,,,rargful,rergfal,,,,1,1,,,,lrgeulf,rrgeumf,,,,0,1,
emsoful,rs,,,emso,ful,,7,mesoufl,,,meso,ufl,,,,emhoful,emsofel,,,,2,1,,,,medoufl,mesoefl,,,,2,0,
gageable,rs,,,gage,able,,8,aeggebla,,,aegg,ebla,,,,gagaable,gageatle,,,,3,1,,,,aegdebla,aeggedla,,,,3,1,
egahable,rs,,,egah,able,,8,gheabale,,,ghea,bale,,,,egehable,egahoble,,,,2,0,,,,theabale,gheabele,,,,0,1,
emsoable,rs,,,emso,able,,8,esmolbea,,,esmo,lbea,,,,emsiable,emsoablo,,,,3,3,,,,esrolbea,esmolbeo,,,,2,3,
rergion,rs,,,rerg,ion,,7,rgeroin,,,rger,oin,,,,lergion,rergiom,,,,0,2,,,,rteroin,rgeroiw,,,,1,2,
yotable,rs,,,yot,able,,7,otyeabl,,,oty,eabl,,,,yocable,yotabla,,,,2,3,,,,otreabl,otyeebl,,,,2,1,
elsion,rs,,,els,ion,,6,eslnio,,,esl,nio,,,,eldion,elsiom,,,,2,2,,,,esnnio,eslmio,,,,2,0,
deterable,prs,,de,ter,able,,9,edretebla,,ed,ret,ebla,,,seterable,detorable,deteruble,,,0,1,0,,,ecretebla,edrecebla,edretehla,,,1,2,1,
desopful,prs,,de,sop,ful,,8,edspoluf,,ed,spo,luf,,,tesopful,desipful,desopfel,,,0,1,1,,,adspoluf,edssoluf,edspolaf,,,0,1,1,
inyotion,prs,,in,yot,ion,,8,niotyoni,,ni,oty,oni,,,enyotion,inyohion,inyotoon,,,0,2,0,,,riotyoni,niotmoni,niotyori,,,0,2,1,
degageion,prs,,de,gage,ion,,9,edegagino,,ed,egag,ino,,,tegageion,detageion,degageien,,,0,0,1,,,odegagino,edegegino,edegagine,,,0,2,2,
inehuful,prs,,in,ehu,ful,,8,niuhelfu,,ni,uhe,lfu,,,anehuful,inahuful,inehufum,,,0,0,2,,,nauhelfu,niuhalfu,niuheldu,,,1,2,1,
unehuion,prs,,un,ehu,ion,,8,nuhueino,,nu,hue,ino,,,anehuion,unetuion,unehuiom,,,0,1,2,,,nohueino,nusueino,nuhueeno,,,1,0,0,
preyotion,prs,,pre,yot,ion,,9,eproytoin,,epr,oyt,oin,,,sreyotion,preyation,preyotien,,,0,1,1,,,iproytoin,epriytoin,eproytiin,,,0,0,0,
derergion,prs,,de,rerg,ion,,9,edegrrnoi,,ed,egrr,noi,,,dirergion,dererdion,derergiun,,,1,3,1,,,idegrrnoi,edesrrnoi,edegrrnui,,,0,1,1,
unegahion,prs,,un,egah,ion,,9,nugheaino,,nu,ghea,ino,,,enegahion,unegation,unegaheon,,,0,3,0,,,yugheaino,nugzeaino,nugheairo,,,0,1,1,
unehuable,prs,,un,ehu,able,,9,nuheubeal,,nu,heu,beal,,,uyehuable,unehaable,unehuablo,,,1,2,3,,,niheubeal,nubeubeal,nuheuboal,,,1,0,1,
unyoter,prs,,un,yot,er,,7,nutyore,,nu,tyo,re,,,umyoter,unroter,unyotar,,,1,0,0,,,mutyore,nutyare,nutyome,,,0,2,0,
desopion,prs,,de,sop,ion,,8,edposoni,,ed,pos,oni,,,cesopion,desepion,desopaon,,,0,1,0,,,adposoni,edpotoni,edposone,,,0,2,2,
inyotful,prs,,in,yot,ful,,8,niytoflu,,ni,yto,flu,,,anyotful,inyetful,inyottul,,,0,1,0,,,neytoflu,niykoflu,niytofru,,,1,1,1,
desopful,prs,,de,sop,ful,,8,edpsolfu,,ed,pso,lfu,,,disopful,desotful,desophul,,,1,2,0,,,adpsolfu,edfsolfu,edpsolfi,,,0,0,2,
unehuion,prs,,un,ehu,ion,,8,nuheunio,,nu,heu,nio,,,enehuion,uneheion,unehuiom,,,0,2,2,,,muheunio,nupeunio,nuheumio,,,0,0,0,
presopful,prs,,pre,sop,ful,,9,eprospufl,,epr,osp,ufl,,,pnesopful,presotful,presopfur,,,1,2,2,,,ehrospufl,eprespufl,eprosputl,,,1,0,1,
unemsoer,prs,,un,emso,er,,8,nuesomre,,nu,esom,re,,,uremsoer,unemseer,unemsoar,,,1,3,0,,,niesomre,nuehomre,nuesomme,,,1,1,0,
interion,prs,,in,ter,ion,,8,niretoin,,ni,ret,oin,,,imterion,intemion,interiin,,,1,2,1,,,noretoin,nirehoin,niretoim,,,1,2,2,
unhidader,prs,,un,hidad,er,,9,nuahiddre,,nu,ahidd,re,,,uwhidader,unhidider,unhidador,,,1,3,0,,,muahiddre,nuasiddre,nuahiddme,,,0,1,0,
interer,prs,,in,ter,er,,7,nitrere,,ni,tre,re,,,enterer,inherer,interor,,,0,0,0,,,notrere,nitrare,nitrera,,,1,2,1,
ungageful,prs,,un,gage,ful,,9,nueggaluf,,nu,egga,luf,,,engageful,undageful,ungagefum,,,0,0,2,,,noeggaluf,nuegtaluf,nueggayuf,,,1,2,0,
preterable,prs,,pre,ter,able,,10,rperteaebl,,rpe,rte,aebl,,,proterable,pretarable,preterablu,,,2,1,3,,,rporteaebl,rpertaaebl,rperteaebm,,,2,2,3,
insopable,prs,,in,sop,able,,9,niopselab,,ni,ops,elab,,,ilsopable,insepable,insopablo,,,1,1,3,,,miopselab,nioptelab,niopseleb,,,0,2,2,
inemsoful,prs,,in,emso,ful,,9,nimseoluf,,ni,mseo,luf,,,ijemsoful,inelsoful,inemsosul,,,1,1,0,,,namseoluf,nimsooluf,nimseolef,,,1,2,1,
unyotful,prs,,un,yot,ful,,8,nutyoluf,,nu,tyo,luf,,,uryotful,unyatful,unyotfel,,,1,1,1,,,notyoluf,nupyoluf,nutyolef,,,1,0,1,
ungageable,prs,,un,gage,able,,10,nueggaelba,,nu,egga,elba,,,angageable,ungegeable,ungageoble,,,0,1,0,,,rueggaelba,nuuggaelba,nueggaelfa,,,0,0,2,
derergful,prs,,de,rerg,ful,,9,edgrerflu,,ed,grer,flu,,,dirergful,dererpful,dererggul,,,1,3,0,,,epgrerflu,edgmerflu,edgrertlu,,,1,1,0,
inelser,prs,,in,els,er,,7,nilesre,,ni,les,re,,,enelser,inilser,inelsem,,,0,0,1,,,yilesre,niwesre,nilesra,,,0,0,1,
inemsoion,prs,,in,emso,ion,,9,niesmonio,,ni,esmo,nio,,,onemsoion,inemtoion,inemsoaon,,,0,2,0,,,miesmonio,niesmanio,niesmonuo,,,0,3,1,
inelsion,prs,,in,els,ion,,8,nilesoni,,ni,les,oni,,,unelsion,inelgion,inelseon,,,0,2,0,,,milesoni,nileconi,nilesone,,,0,2,2,
pregageful,prs,,pre,gage,ful,,10,rpeggaelfu,,rpe,ggae,lfu,,,gregageful,precageful,pregagesul,,,0,0,0,,,rpuggaelfu,rpetgaelfu,rpeggaeldu,,,2,0,1,
inelsful,prs,,in,els,ful,,8,nieslflu,,ni,esl,flu,,,anelsful,ineltful,inelsdul,,,0,2,0,,,mieslflu,niislflu,nieslflo,,,0,0,2,
ungageful,prs,,un,gage,ful,,9,nueggalfu,,nu,egga,lfu,,,uwgageful,ungapeful,ungagefol,,,1,2,1,,,neeggalfu,nuoggalfu,nueggalfe,,,1,0,2,
inhidadful,prs,,in,hidad,ful,,10,nidihadufl,,ni,dihad,ufl,,,ilhidadful,inhidedful,inhidadfil,,,1,3,1,,,nedihadufl,nidihasufl,nidihadofl,,,1,4,0,
unhidadable,prs,,un,hidad,able,,11,nudaidhalbe,,nu,daidh,albe,,,urhidadable,unhidudable,unhidadatle,,,1,3,1,,,nidaidhalbe,nudaadhalbe,nudaidharbe,,,1,2,1,
desopion,prs,,de,sop,ion,,8,edsponio,,ed,spo,nio,,,dasopion,degopion,desopiin,,,1,0,1,,,odsponio,edtponio,edsponie,,,0,0,2,
preterer,prs,,pre,ter,er,,8,erptrere,,erp,tre,re,,,dreterer,preherer,preterel,,,0,0,1,,,orptrere,erptrare,erptrele,,,0,2,0,
inegahable,prs,,in,egah,able,,10,nieahgleab,,ni,eahg,leab,,,imegahable,inegehable,inegahabla,,,1,2,3,,,lieahgleab,niaahgleab,nieahgreab,,,0,0,0,
pregageion,prs,,pre,gage,ion,,10,pereaggnoi,,per,eagg,noi,,,gregageion,pregaseion,pregageeon,,,0,2,0,,,poreaggnoi,pereeggnoi,pereaggnoe,,,1,1,2,
inegahable,prs,,in,egah,able,,10,niheaglbae,,ni,heag,lbae,,,anegahable,inegadable,inegahatle,,,0,3,1,,,riheaglbae,niteaglbae,niheagrbae,,,0,0,0,
degageful,prs,,de,gage,ful,,9,edegagulf,,ed,egag,ulf,,,digageful,degogeful,degagefal,,,1,1,1,,,idegagulf,edegigulf,edegagumf,,,0,2,1,
deterful,prs,,de,ter,ful,,8,edretlfu,,ed,ret,lfu,,,daterful,deteyful,deterfal,,,1,2,1,,,idretlfu,edreblfu,edretlfa,,,0,2,2,
unyotion,prs,,un,yot,ion,,8,nuoytoni,,nu,oyt,oni,,,umyotion,unyation,unyotuon,,,1,1,0,,,neoytoni,nuoysoni,nuoytona,,,1,2,2,
preterable,prs,,pre,ter,able,,10,eprertelab,,epr,ert,elab,,,pweterable,preherable,preteratle,,,1,0,1,,,oprertelab,eprerhelab,eprertemab,,,0,2,1,
inegahful,prs,,in,egah,ful,,9,nigeahlfu,,ni,geah,lfu,,,anegahful,inugahful,inegahfur,,,0,0,2,,,rigeahlfu,nigeehlfu,nigeahlfa,,,0,2,2,
desopful,prs,,de,sop,ful,,8,edposlfu,,ed,pos,lfu,,,dasopful,desofful,desopfum,,,1,2,2,,,odposlfu,edtoslfu,edposlhu,,,0,0,1,
degageable,prs,,de,gage,able,,10,edggeaealb,,ed,ggea,ealb,,,pegageable,degogeable,degageagle,,,0,1,1,,,odggeaealb,edggeeealb,edggeaeelb,,,0,3,1,
deyotful,prs,,de,yot,ful,,8,edytoflu,,ed,yto,flu,,,duyotful,deyetful,deyotfum,,,1,1,2,,,efytoflu,edyteflu,edytohlu,,,1,2,0,
deyotful,prs,,de,yot,ful,,8,edotyufl,,ed,oty,ufl,,,peyotful,deyodful,deyotfol,,,0,2,1,,,ehotyufl,edotrufl,edotyufr,,,1,2,2,
unegahable,prs,,un,egah,able,,10,nuaehgealb,,nu,aehg,ealb,,,uwegahable,unegapable,unegahabli,,,1,3,3,,,ruaehgealb,nuaecgealb,nuaehgualb,,,0,2,0,
inemsoful,prs,,in,emso,ful,,9,nimoselfu,,ni,mose,lfu,,,onemsoful,inemsiful,inemsofum,,,0,3,2,,,rimoselfu,niroselfu,nimosemfu,,,0,0,0,
preterful,prs,,pre,ter,ful,,9,peretrufl,,per,etr,ufl,,,praterful,pretorful,preterdul,,,2,1,0,,,beretrufl,peratrufl,peretrupl,,,0,0,1,
prerergful,prs,,pre,rerg,ful,,10,pergrerlfu,,per,grer,lfu,,,pmerergful,prerertful,prerergfol,,,1,3,1,,,porgrerlfu,perhrerlfu,pergrerlfo,,,1,0,2,
inelsable,prs,,in,els,able,,9,niselbale,,ni,sel,bale,,,enelsable,inemsable,inelsabme,,,0,1,2,,,noselbale,nisulbale,niselbalo,,,1,1,3,
presopful,prs,,pre,sop,ful,,9,peropsufl,,per,ops,ufl,,,pmesopful,presepful,presopfum,,,1,1,2,,,pemopsufl,perepsufl,peropsifl,,,2,0,0,
preyotion,prs,,pre,yot,ion,,9,erpotyoni,,erp,oty,oni,,,pneyotion,preyobion,preyoteon,,,1,2,0,,,arpotyoni,erpotmoni,erpotyini,,,0,2,0,
unrergion,prs,,un,rerg,ion,,9,nuergroin,,nu,ergr,oin,,,enrergion,unlergion,unrergior,,,0,0,2,,,ruergroin,nuemgroin,nuergroiw,,,0,1,2,
dehidader,prs,,de,hidad,er,,9,edhadidre,,ed,hadid,re,,,dahidader,dehiduder,dehidadur,,,1,3,0,,,ehhadidre,edtadidre,edhadidne,,,1,0,0,
unsopion,prs,,un,sop,ion,,8,nusponoi,,nu,spo,noi,,,ansopion,unsepion,unsopiow,,,0,1,2,,,nisponoi,nusbonoi,nusponoe,,,1,1,2,
inyotful,prs,,in,yot,ful,,8,niytoluf,,ni,yto,luf,,,iryotful,inmotful,inyotsul,,,1,0,0,,,neytoluf,nirtoluf,niytoruf,,,1,0,0,
prerergion,prs,,pre,rerg,ion,,10,erpegrroni,,erp,egrr,oni,,,grerergion,prerejgion,prerergiol,,,0,2,2,,,urpegrroni,erpegrmoni,erpegrreni,,,0,3,0,
unemsoable,prs,,un,emso,able,,10,nuoemslbae,,nu,oems,lbae,,,inemsoable,unelsoable,unemsoabre,,,0,1,2,,,nooemslbae,nuoemplbae,nuoemsrbae,,,1,3,0,
derergion,prs,,de,rerg,ion,,9,edgreroin,,ed,grer,oin,,,terergion,derersion,derergoon,,,0,3,0,,,idgreroin,edgraroin,edgreroen,,,0,2,1,
unhidadable,prs,,un,hidad,able,,11,nudaidhbeal,,nu,daidh,beal,,,uyhidadable,unhidodable,unhidadabwe,,,1,3,2,,,nodaidhbeal,nuhaidhbeal,nudaidhheal,,,1,0,0,
dehidadion,prs,,de,hidad,ion,,10,ediaddhino,,ed,iaddh,ino,,,duhidadion,dehidafion,dehidadoon,,,1,4,0,,,esiaddhino,ediapdhino,ediaddheno,,,1,2,0,
unegahful,prs,,un,egah,ful,,9,nuehagufl,,nu,ehag,ufl,,,enegahful,unegacful,unegahtul,,,0,3,0,,,yuehagufl,nuehatufl,nuehagufn,,,0,3,2,
preterion,prs,,pre,ter,ion,,9,repertino,,rep,ert,ino,,,praterion,pretelion,preteriin,,,2,2,1,,,nepertino,reperpino,repertina,,,0,2,2,
inyotion,prs,,in,yot,ion,,8,nityonoi,,ni,tyo,noi,,,onyotion,inmotion,inyotiin,,,0,0,1,,,lityonoi,nityanoi,nityoloi,,,0,2,0,
unyotion,prs,,un,yot,ion,,8,nutoyoin,,nu,toy,oin,,,uyyotion,unyetion,unyotiom,,,1,1,2,,,wutoyoin,nutayoin,nutoyoim,,,0,1,2,
prehidader,prs,,pre,hidad,er,,10,repdhadire,,rep,dhadi,re,,,pruhidader,prehedader,prehidadem,,,2,1,1,,,revdhadire,repdpadire,repdhadime,,,2,1,0,
unemsoer,prs,,un,emso,er,,8,numsoere,,nu,msoe,re,,,anemsoer,unemcoer,unemsoar,,,0,2,0,,,mumsoere,numsaere,numsoeye,,,0,2,0,
inyotable,prs,,in,yot,able,,9,nioytblea,,ni,oyt,blea,,,imyotable,inyohable,inyoteble,,,1,2,0,,,neoytblea,niaytblea,nioytclea,,,1,0,0,
desopion,prs,,de,sop,ion,,8,edspoino,,ed,spo,ino,,,tesopion,devopion,desopien,,,0,0,1,,,egspoino,edtpoino,edspoiwo,,,1,0,1,
preterion,prs,,pre,ter,ion,,9,erprtenoi,,erp,rte,noi,,,hreterion,pretorion,preteriom,,,0,1,2,,,eyprtenoi,erprtonoi,erprtenoe,,,1,2,2,
desopful,prs,,de,sop,ful,,8,edopsluf,,ed,ops,luf,,,dasopful,desepful,desopfal,,,1,1,1,,,udopsluf,edopdluf,edopsluh,,,0,2,2,
preyotable,prs,,pre,yot,able,,10,repytoeabl,,rep,yto,eabl,,,proyotable,preyutable,preyotatle,,,2,1,1,,,mepytoeabl,repyhoeabl,repytoeebl,,,0,1,1,
deyotion,prs,,de,yot,ion,,8,edoytnio,,ed,oyt,nio,,,diyotion,deyosion,deyotiin,,,1,2,1,,,idoytnio,edaytnio,edoytrio,,,0,0,0,
unelser,prs,,un,els,er,,7,nuslere,,nu,sle,re,,,onelser,unolser,unelsel,,,0,0,1,,,naslere,nuslore,nuslero,,,1,2,1,
unrergion,prs,,un,rerg,ion,,9,nugerroni,,nu,gerr,oni,,,enrergion,unrurgion,unrergaon,,,0,1,0,,,mugerroni,nugemroni,nugerrone,,,0,2,2,
inehuable,prs,,in,ehu,able,,9,niuheaebl,,ni,uhe,aebl,,,anehuable,inahuable,inehuabla,,,0,0,3,,,wiuheaebl,niuseaebl,niuheaehl,,,0,1,2,
unyotful,prs,,un,yot,ful,,8,nuoytulf,,nu,oyt,ulf,,,uryotful,unyosful,unyotfol,,,1,2,1,,,nioytulf,nuuytulf,nuoytelf,,,1,0,0,
ungageion,prs,,un,gage,ion,,9,nugeagnoi,,nu,geag,noi,,,umgageion,unpageion,ungageaon,,,1,0,0,,,rugeagnoi,nugeatnoi,nugeagwoi,,,0,3,0,
preyotion,prs,,pre,yot,ion,,9,rpetoynoi,,rpe,toy,noi,,,pweyotion,preyition,preyotuon,,,1,1,0,,,rsetoynoi,rpesoynoi,rpetoyroi,,,1,0,0,
deyotful,prs,,de,yot,ful,,8,edtyoluf,,ed,tyo,luf,,,doyotful,deyitful,deyottul,,,1,1,0,,,adtyoluf,edtmoluf,edtyolup,,,0,1,2,
deterable,prs,,de,ter,able,,9,edetrbela,,ed,etr,bela,,,diterable,detemable,detereble,,,1,2,0,,,odetrbela,edetwbela,edetrtela,,,0,2,0,
unrergion,prs,,un,rerg,ion,,9,nugrrenio,,nu,grre,nio,,,uyrergion,unrargion,unrergior,,,1,1,2,,,nogrrenio,nugrrunio,nugrreniu,,,1,3,2,
prehidadion,prs,,pre,hidad,ion,,11,perhiaddoin,,per,hiadd,oin,,,trehidadion,prehisadion,prehidadeon,,,0,2,0,,,penhiaddoin,perhiadsoin,perhiaddoim,,,2,4,2,
desopion,prs,,de,sop,ion,,8,edopsino,,ed,ops,ino,,,dosopion,desotion,desopoon,,,1,2,0,,,odopsino,edoptino,edopsina,,,0,2,2,
unterful,prs,,un,ter,ful,,8,nurteflu,,nu,rte,flu,,,urterful,unperful,untergul,,,1,0,0,,,nerteflu,nurtaflu,nurtefli,,,1,2,2,
unelser,prs,,un,els,er,,7,nulesre,,nu,les,re,,,umelser,unenser,unelsem,,,1,1,1,,,rulesre,numesre,nulesru,,,0,0,1,
preterful,prs,,pre,ter,ful,,9,reptreluf,,rep,tre,luf,,,praterful,pretorful,preterfum,,,2,1,2,,,riptreluf,repsreluf,reptrelut,,,1,0,2,
degageion,prs,,de,gage,ion,,9,edggeanoi,,ed,ggea,noi,,,cegageion,degogeion,degageien,,,0,1,1,,,adggeanoi,edgguanoi,edggeamoi,,,0,2,0,
unehuer,prs,,un,ehu,er,,7,nuhuere,,nu,hue,re,,,enehuer,unehaer,unehuel,,,0,2,1,,,luhuere,nuheere,nuhuero,,,0,1,1,
insopion,prs,,in,sop,ion,,8,niopsino,,ni,ops,ino,,,imsopion,indopion,insopoon,,,1,0,0,,,liopsino,niodsino,niopsiro,,,0,1,1,
unehuable,prs,,un,ehu,able,,9,nueuhebla,,nu,euh,ebla,,,anehuable,unehoable,unehuabre,,,0,2,2,,,mueuhebla,nueehebla,nueuhibla,,,0,1,0,
preyotful,prs,,pre,yot,ful,,9,rpetoylfu,,rpe,toy,lfu,,,dreyotful,premotful,preyotfil,,,0,0,1,,,rqetoylfu,rpetowlfu,rpetoylbu,,,1,2,1,
