"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","file_id","fKeyMeansCorrect","ID","responses","final_height_px","final_width_px","scale_factor","view_history","type","first","second","same_key","different_key","answer","gap_duration","second_stim_duration","post_trial_gap","first_stim_duration","prompt","correct","response","encoding_time","condition","root","prefixes","suffixes","word","error_to_which_morpheme","i_morpheme","i_within_morpheme","target_letter_before_error","letter_after_error","error_word","is_error"
"726.5","","same-different-html","301","3590881","0.0-301.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ernineil","ernineil","f","j","same","1000","2000","500","null","null","true","70","992.1000000238419","ppr","neil","er_ni","","ernineil","p","0.0","0","e","a","arnineil","0"
"470.7999999523163","","same-different-html","302","3594470","0.0-302.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","erninuc","erninuc","f","j","same","1000","2000","500","null","null","true","70","748.3999999761581","ppr","nuc","er_ni","","erninuc","r","","1","u","e","erninec","0"
"1470.5","","same-different-html","303","3599175","0.0-303.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","cetmentalism","cetmentalism","f","j","same","1000","2000","500","null","null","true","70","1478.1000000238419","rsss","cet","","ment_al_ism","cetmentalism","s","2.0","2","m","w","cetmentalisw","0"
"788.1000000238419","","same-different-html","304","3604164","0.0-304.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nikeateta","nikeateta","f","j","same","1000","2000","500","null","null","true","70","2332.2999999523163","prs","keat","ni","eta","nikeateta","r","","1","e","i","nikiateta","0"
"957","","same-different-html","305","3607931","0.0-305.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","busdeeg","busdaeg","f","j","different","1000","2000","500","null","null","true","74","753.2999999523163","pr","deeg","bus","","busdeeg","r","","1","e","a","busdaeg","1"
"796.3999999761581","","same-different-html","306","3611479","0.0-306.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","fomisticate","fomisticate","f","j","same","1000","2000","500","null","null","true","70","963.5","rsss","fom","","ist_ic_ate","fomisticate","s","0.0","2","t","p","fomispicate","0"
"647.2999999523163","","same-different-html","307","3614881","0.0-307.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","trupically","hrupically","f","j","different","1000","2000","500","null","null","true","74","854","rsss","trup","","ic_al_ly","trupically","r","","0","t","h","hrupically","1"
"742.7999999523163","","same-different-html","308","3619660","0.0-308.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","erwerkeviyl","erwerkeviyl","f","j","same","1000","2000","500","null","null","true","70","1811.6000000238419","prss","werk","er","evi_yl","erwerkeviyl","p","0.0","1","r","w","ewwerkeviyl","0"
"714.6000000238419","","same-different-html","309","3624850","0.0-309.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reimcunable","reimcunable","f","j","same","1000","2000","500","null","null","true","70","2621.600000023842","pprs","cun","re_im","able","reimcunable","s","0.0","0","a","o","reimcunoble","0"
"859.6000000238419","","same-different-html","310","3630642","0.0-310.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reemilsens","reemilsens","f","j","same","1000","2000","500","null","null","true","70","2957.3000000715256","rss","reem","","il_sens","reemilsens","r","","0","r","w","weemilsens","0"
"719.2999999523163","","same-different-html","311","3634966","0.0-311.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ertecelba","ertecelbu","f","j","different","1000","2000","500","null","null","true","74","1782.3000000715256","prs","tec","er","elba","ertecelba","s","0.0","3","a","u","ertecelbu","1"
"1226.2999999523163","","same-different-html","312","3639582","0.0-312.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","louksitcieta","louksatcieta","f","j","different","1000","2000","500","null","null","false","70","1723.5","rsss","louk","","sit_ci_eta","louksitcieta","s","0.0","1","i","a","louksatcieta","1"
"713","","same-different-html","313","3644261","0.0-313.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","unlienness","anlienness","f","j","different","1000","2000","500","null","null","true","74","1979","prs","lien","un","ness","unlienness","p","0.0","0","u","a","anlienness","1"
"654.8999999761581","","same-different-html","314","3648569","0.0-314.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","eredmoos","eredwoos","f","j","different","1000","2000","500","null","null","true","74","1751","ppr","moos","er_ed","","eredmoos","r","","0","m","w","eredwoos","1"
"883.7999999523163","","same-different-html","315","3652971","0.0-315.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ersimneilnemt","ersimneilnemt","f","j","same","1000","2000","500","null","null","true","70","1592.8999999761581","pprs","neil","er_sim","nemt","ersimneilnemt","s","0.0","3","t","f","ersimneilnemf","0"
"480.7000000476837","","same-different-html","316","3655994","0.0-316.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","punol","punol","f","j","same","1000","2000","500","null","null","true","70","557.8000000715256","pr","nol","pu","","punol","p","0.0","0","p","h","hunol","0"
"695.8000000715256","","same-different-html","317","3659857","0.0-317.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","predislien","predislien","f","j","same","1000","2000","500","null","null","true","70","1346","ppr","lien","pre_dis","","predislien","p","0.0","0","p","s","sredislien","0"
"976.7000000476837","","same-different-html","318","3664004","0.0-318.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","redisneg","redisneg","f","j","same","1000","2000","500","null","null","true","70","1119.3000000715256","ppr","neg","re_dis","","redisneg","r","","2","g","t","redisnet","0"
"1177.5","","same-different-html","319","3669627","0.0-319.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","dobsitcilayl","dobsitcilayl","f","j","same","1000","2000","500","null","null","true","70","1489.9000000953674","rssss","dob","","sit_ci_la_yl","dobsitcilayl","s","0.0","1","i","o","dobsotcilayl","0"
"431.09999990463257","","same-different-html","320","3673387","0.0-320.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nucsitcilayl","nucsitcilayl","f","j","same","1000","2000","500","null","null","true","70","1559.8999999761581","rssss","nuc","","sit_ci_la_yl","nucsitcilayl","s","3.0","0","y","w","nucsitcilawl","0"
"1232.1000000238419","","same-different-html","321","3678257","0.0-321.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nonremorivity","nonremorivihy","f","j","different","1000","2000","500","null","null","true","74","1747.3000000715256","pprss","mor","non_re","iv_ity","nonremorivity","s","1.0","1","t","h","nonremorivihy","1"
"506.60000002384186","","same-different-html","322","3681642","0.0-322.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","glocically","glocically","f","j","same","1000","2000","500","null","null","true","70","904.7000000476837","rsss","gloc","","ic_al_ly","glocically","s","2.0","0","l","m","glocicalmy","0"
"623.7999999523163","","same-different-html","323","3685123","0.0-323.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","pras","pras","f","j","same","1000","2000","500","null","null","true","70","1078.2999999523163","r","pras","","","pras","r","","3","s","b","prab","0"
"603","","same-different-html","324","3688407","0.0-324.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","lienliness","luenliness","f","j","different","1000","2000","500","null","null","true","74","823.2000000476837","rss","lien","","li_ness","lienliness","r","","1","i","u","luenliness","1"
"766","","same-different-html","325","3691680","0.0-325.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","koulful","koulful","f","j","same","1000","2000","500","null","null","true","70","673.3999999761581","rs","koul","","ful","koulful","r","","3","l","r","kourful","0"
"1592.6000000238419","","same-different-html","326","3696801","0.0-326.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nucnemtlasim","nucnemtlasam","f","j","different","1000","2000","500","null","null","true","74","1763.5","rsss","nuc","","nemt_la_sim","nucnemtlasim","s","2.0","1","i","a","nucnemtlasam","1"
"922.7000000476837","","same-different-html","327","3701153","0.0-327.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","uncunationally","oncunationally","f","j","different","1000","2000","500","null","null","true","74","1492.8999999761581","prssss","cun","un","at_ion_al_ly","uncunationally","p","0.0","0","u","o","oncunationally","1"
"772.3999999761581","","same-different-html","328","3705670","0.0-328.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nitekvitaino","nitedvitaino","f","j","different","1000","2000","500","null","null","true","74","1996.7000000476837","prsss","tek","ni","vi_ta_ino","nitekvitaino","r","","2","k","d","nitedvitaino","1"
"690.5","","same-different-html","329","3710199","0.0-329.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","purtsitcieta","purtsitcieta","f","j","same","1000","2000","500","null","null","true","70","1931.5999999046326","rsss","purt","","sit_ci_eta","purtsitcieta","r","","0","p","s","surtsitcieta","0"
"1686.1000000238419","","same-different-html","330","3715353","0.0-330.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","meartainolayl","meartainolayl","f","j","same","1000","2000","500","null","null","true","70","1689","rssss","mear","","ta_ino_la_yl","meartainolayl","s","2.0","1","a","u","meartainoluyl","0"
"945.3999999761581","","same-different-html","331","3720439","0.0-331.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ingirtionally","ilgirtionally","f","j","different","1000","2000","500","null","null","true","74","1299.6000000238419","prsss","girt","in","ion_al_ly","ingirtionally","p","0.0","1","n","l","ilgirtionally","1"
"845.1999999284744","","same-different-html","332","3724671","0.0-332.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ungirtationally","angirtationally","f","j","different","1000","2000","500","null","null","true","74","1437.2000000476837","prssss","girt","un","at_ion_al_ly","ungirtationally","p","0.0","0","u","a","angirtationally","1"
"751.3000000715256","","same-different-html","333","3727880","0.0-333.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","remistrup","remihtrup","f","j","different","1000","2000","500","null","null","true","74","640.6000000238419","ppr","trup","re_mis","","remistrup","p","1.0","2","s","h","remihtrup","1"
"824.0999999046326","","same-different-html","334","3732130","0.0-334.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","edteczitaino","adteczitaino","f","j","different","1000","2000","500","null","null","true","74","1669.2000000476837","prsss","tec","ed","zi_ta_ino","edteczitaino","p","0.0","0","e","a","adteczitaino","1"
"396.1999999284744","","same-different-html","335","3735259","0.0-335.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","clatical","clitical","f","j","different","1000","2000","500","null","null","false","70","939.2000000476837","rss","clat","","ic_al","clatical","r","","2","a","i","clitical","1"
"641.8000000715256","","same-different-html","336","3740415","0.0-336.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","edtecre","edtecre","f","j","same","1000","2000","500","null","null","true","70","1583.8000000715256","prs","tec","ed","re","edtecre","r","","1","e","a","edtacre","0"
"926.5","","same-different-html","337","3744549","0.0-337.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","lienationalist","lienationalist","f","j","same","1000","2000","500","null","null","true","70","1201.7999999523163","rssss","lien","","at_ion_al_ist","lienationalist","s","0.0","0","a","o","lienotionalist","0"
"629.5","","same-different-html","338","3747772","0.0-338.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reingeed","reirgeed","f","j","different","1000","2000","500","null","null","true","74","715.4000000953674","ppr","geed","re_in","","reingeed","p","1.0","1","n","r","reirgeed","1"
"1069.1000000238419","","same-different-html","339","3751488","0.0-339.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","misramour","misramour","f","j","same","1000","2000","500","null","null","true","70","860.1000000238419","prs","ram","mis","our","misramour","p","0.0","1","i","o","mosramour","0"
"833","","same-different-html","340","3755290","0.0-340.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","neilnaitola","neilnaitola","f","j","same","1000","2000","500","null","null","true","70","1039","rss","neil","","naito_la","neilnaitola","r","","2","i","e","neelnaitola","0"
"794","","same-different-html","341","3759499","0.0-341.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","unmeeralisticly","unleeralisticly","f","j","different","1000","2000","500","null","null","true","74","1616.5","prssss","meer","un","al_ist_ic_ly","unmeeralisticly","r","","0","m","l","unleeralisticly","1"
"1230","","same-different-html","342","3763760","0.0-342.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnisarponi","sidnasarponi","f","j","different","1000","2000","500","null","null","false","70","1244.2999999523163","pprs","sarp","sid_ni","oni","sidnisarponi","p","1.0","1","i","a","sidnasarponi","1"
"586.6000000238419","","same-different-html","343","3766838","0.0-343.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reamfully","reamfully","f","j","same","1000","2000","500","null","null","true","70","665.7999999523163","rss","ream","","ful_ly","reamfully","s","1.0","1","y","w","reamfullw","0"
"1212.8000000715256","","same-different-html","344","3773082","0.0-344.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","edmooszitaino","edmooszitaino","f","j","same","1000","2000","500","null","null","true","70","3285.7999999523163","prsss","moos","ed","zi_ta_ino","edmooszitaino","p","0.0","0","e","o","odmooszitaino","0"
"575.7000000476837","","same-different-html","345","3776219","0.0-345.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","dissoomment","dissoomment","f","j","same","1000","2000","500","null","null","true","70","845.2000000476837","prs","soom","dis","ment","dissoomment","r","","2","o","i","dissoimment","0"
"759.1000000238419","","same-different-html","346","3780553","0.0-346.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","imkrewicablity","imkrawicablity","f","j","different","1000","2000","500","null","null","true","74","1593.8000000715256","prsss","krew","im","ic_abl_ity","imkrewicablity","r","","2","e","a","imkrawicablity","1"
"1360.7999999523163","","same-different-html","347","3787957","0.0-347.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","niriekvitaino","niriekvitaiwo","f","j","different","1000","2000","500","null","null","true","74","4275.200000047684","prsss","riek","ni","vi_ta_ino","niriekvitaino","s","2.0","1","n","w","niriekvitaiwo","1"
"889.6000000238419","","same-different-html","348","3791216","0.0-348.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","puwerk","pewerk","f","j","different","1000","2000","500","null","null","true","74","610.6000000238419","pr","werk","pu","","puwerk","p","0.0","1","u","e","pewerk","1"
"1164.3999999761581","","same-different-html","349","3797190","0.0-349.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","trupationally","trupationally","f","j","same","1000","2000","500","null","null","true","70","2956.2999999523163","rssss","trup","","at_ion_al_ly","trupationally","r","","2","u","e","trepationally","0"
"625.3999999761581","","same-different-html","350","3801473","0.0-350.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","girtisticate","girtisticate","f","j","same","1000","2000","500","null","null","true","70","1856.8999999761581","rsss","girt","","ist_ic_ate","girtisticate","r","","1","i","o","gortisticate","0"
"1086.1999999284744","","same-different-html","351","3806066","0.0-351.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ermimooselba","ermimooselba","f","j","same","1000","2000","500","null","null","true","70","1634.6000000238419","pprs","moos","er_mi","elba","ermimooselba","p","1.0","1","i","e","ermemooselba","0"
"970.5","","same-different-html","352","3811532","0.0-352.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nusimfradelba","nusimfradelba","f","j","same","1000","2000","500","null","null","true","70","2640.5","pprs","frad","nu_sim","elba","nusimfradelba","r","","3","d","q","nusimfraqelba","0"
"795.5","","same-different-html","353","3815379","0.0-353.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","repsidtalc","repsidtalc","f","j","same","1000","2000","500","null","null","true","70","1197.5","ppr","talc","rep_sid","","repsidtalc","r","","0","t","d","repsiddalc","0"
"730.9000000953674","","same-different-html","354","3818823","0.0-354.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","erniromnemt","erniromnemp","f","j","different","1000","2000","500","null","null","true","74","903.1000000238419","pprs","rom","er_ni","nemt","erniromnemt","s","0.0","3","t","p","erniromnemp","1"
"1195.1000000238419","","same-different-html","355","3822987","0.0-355.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","depontalization","dopontalization","f","j","different","1000","2000","500","null","null","false","70","1215.6000000238419","prssss","pont","de","al_iz_at_ion","depontalization","p","0.0","1","e","o","dopontalization","1"
"671","","same-different-html","356","3825704","0.0-356.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnitalcouisyl","sidnitalcouisml","f","j","different","1000","2000","500","null","null","true","74","210.5","pprss","talc","sid_ni","ouis_yl","sidnitalcouisyl","s","1.0","0","y","m","sidnitalcouisml","1"
"728.1999999284744","","same-different-html","357","3829852","0.0-357.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","orpkooponi","orpkooponi","f","j","same","1000","2000","500","null","null","true","70","1286.5999999046326","prs","koop","orp","oni","orpkooponi","r","","1","o","e","orpkeoponi","0"
"849.3000000715256","","same-different-html","358","3833671","0.0-358.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","unclatistically","uncletistically","f","j","different","1000","2000","500","null","null","true","74","1194.6999999284744","prssss","clat","un","ist_ic_al_ly","unclatistically","r","","2","a","e","uncletistically","1"
"1554.7000000476837","","same-different-html","359","3838325","0.0-359.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disingeedionary","disingeedionary","f","j","same","1000","2000","500","null","null","true","70","1243.5","pprss","geed","dis_in","ion_ary","disingeedionary","r","","1","e","a","disingaedionary","0"
"548.6000000238419","","same-different-html","360","3841869","0.0-360.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","erpriek","erpriek","f","j","same","1000","2000","500","null","null","true","70","1131.4000000953674","pr","riek","erp","","erpriek","p","0.0","1","r","w","ewpriek","0"
"836.6000000238419","","same-different-html","361","3845635","0.0-361.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","prasalize","prasalize","f","j","same","1000","2000","500","null","null","true","70","1085.8999999761581","rss","pras","","al_ize","prasalize","s","1.0","0","i","a","prasalaze","0"
"455.2999999523163","","same-different-html","362","3848459","0.0-362.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","koulate","koulate","f","j","same","1000","2000","500","null","null","true","70","607.5","rs","koul","","ate","koulate","s","0.0","1","t","c","koulace","0"
"694.1999999284744","","same-different-html","363","3852184","0.0-363.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","noltainolasit","nolpainolasit","f","j","different","1000","2000","500","null","null","true","74","1285.8999999761581","rssss","nol","","ta_ino_la_sit","noltainolasit","s","0.0","0","t","p","nolpainolasit","1"
"629.6999999284744","","same-different-html","364","3855798","0.0-364.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disinketiously","disindetiously","f","j","different","1000","2000","500","null","null","true","74","1264.2999999523163","pprss","ket","dis_in","ious_ly","disinketiously","r","","0","k","d","disindetiously","1"
"599.1000000238419","","same-different-html","365","3859477","0.0-365.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","edneillazitanoi","odneillazitanoi","f","j","different","1000","2000","500","null","null","true","74","1345.5","prssss","neil","ed","la_zi_ta_noi","edneillazitanoi","p","0.0","0","e","o","odneillazitanoi","1"
"699.2999999523163","","same-different-html","366","3863446","0.0-366.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","undarfalisticly","undarkalisticly","f","j","different","1000","2000","500","null","null","false","70","1472","prssss","darf","un","al_ist_ic_ly","undarfalisticly","r","","3","f","k","undarkalisticly","1"
"1533.2999999523163","","same-different-html","367","3882559","0.0-367.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","demorivation","demorivition","f","j","different","1000","2000","500","null","null","false","70","936.2000000476837","prsss","mor","de","iv_at_ion","demorivation","s","1.0","0","a","i","demorivition","1"
"580.5","","same-different-html","368","3885714","0.0-368.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","bacolglayl","hacolglayl","f","j","different","1000","2000","500","null","null","true","74","853.2999999523163","prss","colg","ba","la_yl","bacolglayl","p","0.0","0","b","h","hacolglayl","1"
"576.3999999761581","","same-different-html","369","3889924","0.0-369.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nuwerktasitciyl","nuwerktusitciyl","f","j","different","1000","2000","500","null","null","true","74","1833.4000000953674","prssss","werk","nu","ta_sit_ci_yl","nuwerktasitciyl","s","0.0","1","a","u","nuwerktusitciyl","1"
"541.8000000715256","","same-different-html","370","3893248","0.0-370.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nautsitcieta","nautsitcaeta","f","j","different","1000","2000","500","null","null","false","70","852.5","rsss","naut","","sit_ci_eta","nautsitcieta","s","1.0","1","i","a","nautsitcaeta","1"
"1602.9000000953674","","same-different-html","371","3897657","0.0-371.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","simkeatoru","simkeatonu","f","j","different","1000","2000","500","null","null","true","74","977.7000000476837","prs","keat","sim","oru","simkeatoru","s","0.0","1","r","n","simkeatonu","1"
"1349","","same-different-html","372","3901929","0.0-372.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nidobvieta","nifobvieta","f","j","different","1000","2000","500","null","null","true","74","1129.2999999523163","prss","dob","ni","vi_eta","nidobvieta","r","","0","d","f","nifobvieta","1"
"1066.5","","same-different-html","373","3905718","0.0-373.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","undarfistic","uwdarfistic","f","j","different","1000","2000","500","null","null","true","74","750.4000000953674","prss","darf","un","ist_ic","undarfistic","p","0.0","1","n","w","uwdarfistic","1"
"1932.5","","same-different-html","374","3910459","0.0-374.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nuccilayl","niccilayl","f","j","different","1000","2000","500","null","null","true","74","980.1000000238419","rsss","nuc","","ci_la_yl","nuccilayl","r","","1","u","i","niccilayl","1"
"984.2999999523163","","same-different-html","375","3915142","0.0-375.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","clatationalist","clatationalist","f","j","same","1000","2000","500","null","null","true","70","1973.4000000953674","rssss","clat","","at_ion_al_ist","clatationalist","r","","0","c","f","flatationalist","0"
"744.2000000476837","","same-different-html","376","3918454","0.0-376.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","pontability","pontabilitm","f","j","different","1000","2000","500","null","null","true","74","792.3000000715256","rss","pont","","abil_ity","pontability","s","1.0","2","y","m","pontabilitm","1"
"3462.9000000953674","","same-different-html","377","3925452","0.0-377.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reemsitcieta","reemsitcaeta","f","j","different","1000","2000","500","null","null","false","70","1510.1000000238419","rsss","reem","","sit_ci_eta","reemsitcieta","s","1.0","1","i","a","reemsitcaeta","1"
"619.8999999761581","","same-different-html","378","3928753","0.0-378.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","girtically","tirtically","f","j","different","1000","2000","500","null","null","true","74","709.2999999523163","rsss","girt","","ic_al_ly","girtically","r","","0","g","t","tirtically","1"
"724.9000000953674","","same-different-html","379","3932003","0.0-379.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disinkoulant","disinkoulant","f","j","same","1000","2000","500","null","null","true","70","760.6999999284744","pprs","koul","dis_in","ant","disinkoulant","s","0.0","0","a","e","disinkoulent","0"
"1286.1000000238419","","same-different-html","380","3935953","0.0-380.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","desoomization","desoomization","f","j","same","1000","2000","500","null","null","true","70","855.8000000715256","prsss","soom","de","iz_at_ion","desoomization","p","0.0","1","e","i","disoomization","0"
"755.7999999523163","","same-different-html","381","3939296","0.0-381.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","belsationally","belsationally","f","j","same","1000","2000","500","null","null","true","70","809.5","rssss","bels","","at_ion_al_ly","belsationally","s","2.0","0","a","e","belsationelly","0"
"1518.6000000238419","","same-different-html","382","3944310","0.0-382.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","rededarfment","rededarfrent","f","j","different","1000","2000","500","null","null","true","74","1704.1000000238419","pprs","darf","re_de","ment","rededarfment","s","0.0","0","m","r","rededarfrent","1"
"855.1000000238419","","same-different-html","383","3948319","0.0-383.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","eredtonp","eredgonp","f","j","different","1000","2000","500","null","null","true","74","960.9000000953674","ppr","tonp","er_ed","","eredtonp","r","","0","t","g","eredgonp","1"
"849.6000000238419","","same-different-html","384","3951851","0.0-384.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","insoomivate","insoomivate","f","j","same","1000","2000","500","null","null","true","70","1027","prss","soom","in","iv_ate","insoomivate","p","0.0","1","n","m","imsoomivate","0"
"1358.2000000476837","","same-different-html","385","3955854","0.0-385.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","eredkeat","eredkeut","f","j","different","1000","2000","500","null","null","true","74","655.1000000238419","ppr","keat","er_ed","","eredkeat","r","","2","a","u","eredkeut","1"
"867.8999999761581","","same-different-html","386","3959495","0.0-386.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reinwisment","reinwitment","f","j","different","1000","2000","500","null","null","true","74","853.1000000238419","pprs","wis","re_in","ment","reinwisment","r","","2","s","t","reinwitment","1"
"890","","same-different-html","387","3962944","0.0-387.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","lienmental","lienmentel","f","j","different","1000","2000","500","null","null","true","74","729","rss","lien","","ment_al","lienmental","s","1.0","0","a","e","lienmentel","1"
"720.1000000238419","","same-different-html","388","3966333","0.0-388.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","lon","lon","f","j","same","1000","2000","500","null","null","true","70","1062.6000000238419","r","lon","","","lon","r","","1","o","i","lin","0"
"1164.1999999284744","","same-different-html","389","3969939","0.0-389.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","trupistically","trupistically","f","j","same","1000","2000","500","null","null","true","70","665.8999999761581","rssss","trup","","ist_ic_al_ly","trupistically","s","1.0","0","i","a","trupistacally","0"
"900.5","","same-different-html","390","3973277","0.0-390.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","taunical","taunical","f","j","same","1000","2000","500","null","null","true","70","645.7000000476837","rss","taun","","ic_al","taunical","r","","3","n","r","taurical","0"
"674.3999999761581","","same-different-html","391","3977775","0.0-391.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nucolgtasitciyl","nucolgtasitciyl","f","j","same","1000","2000","500","null","null","true","70","2030.5999999046326","prssss","colg","nu","ta_sit_ci_yl","nucolgtasitciyl","s","0.0","0","t","d","nucolgdasitciyl","0"
"360.39999997615814","","same-different-html","392","3980495","0.0-392.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","teak","teak","f","j","same","1000","2000","500","null","null","true","70","565","r","teak","","","teak","r","","0","t","s","seak","0"
"413.8000000715256","","same-different-html","393","3983457","0.0-393.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disinkoulion","dicinkoulion","f","j","different","1000","2000","500","null","null","false","70","798.5","pprs","koul","dis_in","ion","disinkoulion","p","0.0","2","s","c","dicinkoulion","1"
"448.7000000476837","","same-different-html","394","3986399","0.0-394.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","werktan","werktan","f","j","same","1000","2000","500","null","null","true","70","695.8999999761581","rs","werk","","tan","werktan","r","","1","e","a","warktan","0"
